mart_name,year,month,product,sales,product ID
Mart A,2019,10,Urad Dal,1506,PRD02
Mart A,2019,11,Urad Dal,1581,PRD02
Mart A,2019,12,Urad Dal,1121,PRD02
Mart A,2020,1,Urad Dal,1086,PRD02
Mart A,2020,2,Urad Dal,1111,PRD02
Mart A,2020,3,Urad Dal,1452,PRD02
Mart A,2020,4,Urad Dal,1726,PRD02
Mart A,2020,5,Urad Dal,1930,PRD02
Mart A,2020,6,Urad Dal,1938,PRD02
Mart A,2020,7,Urad Dal,2132,PRD02
Mart A,2020,8,Urad Dal,1881,PRD02
Mart A,2020,9,Urad Dal,1590,PRD02
Mart A,2020,10,Urad Dal,1665,PRD02
Mart A,2020,11,Urad Dal,1665,PRD02
Mart A,2020,12,Urad Dal,1231,PRD02
Mart A,2021,1,Urad Dal,1167,PRD02
Mart A,2021,2,Urad Dal,1191,PRD02
Mart A,2021,3,Urad Dal,1662,PRD02
Mart A,2021,4,Urad Dal,1883,PRD02
Mart A,2021,5,Urad Dal,1978,PRD02
Mart A,2021,6,Urad Dal,2067,PRD02
Mart A,2021,7,Urad Dal,2303,PRD02
Mart A,2021,8,Urad Dal,1944,PRD02
Mart A,2021,9,Urad Dal,1778,PRD02
Mart A,2021,10,Urad Dal,1763,PRD02
Mart A,2021,11,Urad Dal,1801,PRD02
Mart A,2021,12,Urad Dal,1298,PRD02
Mart A,2018,1,Groundnuts,1233,PRD03
Mart A,2018,2,Groundnuts,1231,PRD03
Mart A,2018,3,Groundnuts,1636,PRD03
Mart A,2018,4,Groundnuts,1857,PRD03
Mart A,2018,5,Groundnuts,2102,PRD03
Mart A,2018,6,Groundnuts,2092,PRD03
Mart A,2018,7,Groundnuts,2201,PRD03
Mart A,2018,8,Groundnuts,1975,PRD03
Mart A,2018,9,Groundnuts,1868,PRD03
Mart A,2018,10,Groundnuts,1734,PRD03
Mart A,2018,11,Groundnuts,1848,PRD03
Mart A,2018,12,Groundnuts,1335,PRD03
Mart A,2019,1,Groundnuts,1402,PRD03
Mart A,2019,2,Groundnuts,1460,PRD03
Mart A,2019,3,Groundnuts,1832,PRD03
Mart A,2019,4,Groundnuts,2103,PRD03
Mart A,2019,5,Groundnuts,2264,PRD03
Mart A,2019,6,Groundnuts,2460,PRD03
Mart A,2019,7,Groundnuts,2578,PRD03
Mart A,2019,8,Groundnuts,2301,PRD03
Mart A,2019,9,Groundnuts,2128,PRD03
Mart A,2019,10,Groundnuts,2060,PRD03
Mart A,2019,11,Groundnuts,2191,PRD03
Mart A,2019,12,Groundnuts,1500,PRD03
Mart A,2020,1,Groundnuts,1495,PRD03
Mart A,2020,2,Groundnuts,1443,PRD03
Mart A,2020,3,Groundnuts,2003,PRD03
Mart A,2020,4,Groundnuts,2179,PRD03
Mart A,2020,5,Groundnuts,2335,PRD03
Mart A,2020,6,Groundnuts,2524,PRD03
Mart A,2020,7,Groundnuts,2702,PRD03
Mart A,2020,8,Groundnuts,2455,PRD03
Mart A,2020,9,Groundnuts,2199,PRD03
Mart A,2020,10,Groundnuts,2109,PRD03
Mart A,2020,11,Groundnuts,2162,PRD03
Mart A,2020,12,Groundnuts,1694,PRD03
Mart A,2021,1,Groundnuts,1602,PRD03
Mart A,2021,2,Groundnuts,1629,PRD03
Mart A,2021,3,Groundnuts,2172,PRD03
Mart A,2021,4,Groundnuts,2428,PRD03
Mart A,2021,5,Groundnuts,2611,PRD03
Mart A,2021,6,Groundnuts,2678,PRD03
Mart A,2021,7,Groundnuts,3032,PRD03
Mart A,2021,8,Groundnuts,2587,PRD03
Mart A,2021,9,Groundnuts,2317,PRD03
Mart A,2021,10,Groundnuts,2319,PRD03
Mart A,2021,11,Groundnuts,2296,PRD03
Mart A,2021,12,Groundnuts,1859,PRD03
Mart A,2018,1,Turmeric,787,PRD04
Mart A,2018,2,Turmeric,808,PRD04
Mart A,2018,3,Turmeric,1144,PRD04
Mart A,2018,4,Turmeric,1205,PRD04
Mart A,2018,5,Turmeric,1366,PRD04
Mart A,2018,6,Turmeric,1444,PRD04
Mart A,2018,7,Turmeric,1547,PRD04
Mart A,2018,8,Turmeric,1368,PRD04
Mart A,2018,9,Turmeric,1237,PRD04
Mart A,2018,10,Turmeric,1162,PRD04
Mart A,2018,11,Turmeric,1237,PRD04
Mart A,2018,12,Turmeric,896,PRD04
Mart A,2019,1,Turmeric,907,PRD04
Mart A,2019,2,Turmeric,927,PRD04
Mart A,2019,3,Turmeric,1267,PRD04
Mart A,2019,4,Turmeric,1376,PRD04
Mart A,2019,5,Turmeric,1610,PRD04
Mart A,2019,6,Turmeric,1604,PRD04
Mart A,2019,7,Turmeric,1758,PRD04
Mart A,2019,8,Turmeric,1542,PRD04
Mart A,2019,9,Turmeric,1406,PRD04
Mart A,2019,10,Turmeric,1337,PRD04
Mart A,2019,11,Turmeric,1444,PRD04
Mart A,2019,12,Turmeric,1043,PRD04
Mart A,2020,1,Turmeric,1022,PRD04
Mart A,2020,2,Turmeric,929,PRD04
Mart A,2020,3,Turmeric,1266,PRD04
Mart A,2020,4,Turmeric,1496,PRD04
Mart A,2020,5,Turmeric,1674,PRD04
Mart A,2020,6,Turmeric,1725,PRD04
Mart A,2020,7,Turmeric,1875,PRD04
Mart A,2020,8,Turmeric,1621,PRD04
Mart A,2020,9,Turmeric,1436,PRD04
Mart A,2020,10,Turmeric,1457,PRD04
Mart A,2020,11,Turmeric,1417,PRD04
Mart A,2020,12,Turmeric,1071,PRD04
Mart A,2021,1,Turmeric,2144,PRD04
Mart A,2021,2,Turmeric,2267,PRD04
Mart A,2021,3,Turmeric,2831,PRD04
Mart A,2021,4,Turmeric,3338,PRD04
Mart A,2021,5,Turmeric,3543,PRD04
Mart A,2021,6,Turmeric,3634,PRD04
Mart A,2021,7,Turmeric,4102,PRD04
Mart A,2021,8,Turmeric,3661,PRD04
Mart A,2021,9,Turmeric,3334,PRD04
Mart A,2021,10,Turmeric,3110,PRD04
Mart A,2021,11,Turmeric,3177,PRD04
Mart A,2021,12,Turmeric,2329,PRD04
Mart A,2018,1,Fenugreek Seeds,1121,PRD05
Mart A,2018,2,Fenugreek Seeds,1132,PRD05
Mart A,2018,3,Fenugreek Seeds,1599,PRD05
Mart A,2018,4,Fenugreek Seeds,1717,PRD05
Mart A,2018,5,Fenugreek Seeds,1825,PRD05
Mart A,2018,6,Fenugreek Seeds,2031,PRD05
Mart A,2018,7,Fenugreek Seeds,2083,PRD05
Mart A,2018,8,Fenugreek Seeds,1894,PRD05
Mart A,2018,9,Fenugreek Seeds,1761,PRD05
Mart A,2018,10,Fenugreek Seeds,1795,PRD05
Mart A,2018,11,Fenugreek Seeds,1771,PRD05
Mart A,2018,12,Fenugreek Seeds,1259,PRD05
Mart A,2019,1,Fenugreek Seeds,1375,PRD05
Mart A,2019,2,Fenugreek Seeds,1372,PRD05
Mart A,2019,3,Fenugreek Seeds,1767,PRD05
Mart A,2019,4,Fenugreek Seeds,1996,PRD05
Mart A,2019,5,Fenugreek Seeds,2230,PRD05
Mart A,2019,6,Fenugreek Seeds,2223,PRD05
Mart A,2019,7,Fenugreek Seeds,2503,PRD05
Mart A,2019,8,Fenugreek Seeds,2288,PRD05
Mart A,2019,9,Fenugreek Seeds,2047,PRD05
Mart A,2019,10,Fenugreek Seeds,1946,PRD05
Mart A,2019,11,Fenugreek Seeds,2118,PRD05
Mart A,2019,12,Fenugreek Seeds,1439,PRD05
Mart A,2020,1,Fenugreek Seeds,1450,PRD05
Mart A,2020,2,Fenugreek Seeds,1357,PRD05
Mart A,2020,3,Fenugreek Seeds,1814,PRD05
Mart A,2020,4,Fenugreek Seeds,2060,PRD05
Mart A,2020,5,Fenugreek Seeds,2447,PRD05
Mart A,2020,6,Fenugreek Seeds,2416,PRD05
Mart A,2020,7,Fenugreek Seeds,2604,PRD05
Mart A,2020,8,Fenugreek Seeds,2378,PRD05
Mart A,2020,9,Fenugreek Seeds,2112,PRD05
Mart A,2020,10,Fenugreek Seeds,2054,PRD05
Mart A,2020,11,Fenugreek Seeds,2053,PRD05
Mart A,2020,12,Fenugreek Seeds,1519,PRD05
Mart A,2021,1,Fenugreek Seeds,1566,PRD05
Mart A,2021,2,Fenugreek Seeds,1507,PRD05
Mart A,2021,3,Fenugreek Seeds,2025,PRD05
Mart A,2021,4,Fenugreek Seeds,2313,PRD05
Mart A,2021,5,Fenugreek Seeds,2505,PRD05
Mart A,2021,6,Fenugreek Seeds,2504,PRD05
Mart A,2021,7,Fenugreek Seeds,2882,PRD05
Mart A,2021,8,Fenugreek Seeds,2446,PRD05
Mart A,2021,9,Fenugreek Seeds,2232,PRD05
Mart A,2021,10,Fenugreek Seeds,2140,PRD05
Mart A,2021,11,Fenugreek Seeds,2262,PRD05
Mart A,2021,12,Fenugreek Seeds,1667,PRD05
Mart A,2018,1,Rice,1093,PRD06
Mart A,2018,2,Rice,1158,PRD06
Mart A,2018,3,Rice,1488,PRD06
Mart A,2018,4,Rice,1694,PRD06
Mart A,2018,5,Rice,1851,PRD06
Mart A,2018,6,Rice,1937,PRD06
Mart A,2018,7,Rice,2046,PRD06
Mart A,2018,8,Rice,1902,PRD06
Mart A,2018,9,Rice,1697,PRD06
Mart A,2018,10,Rice,1609,PRD06
Mart A,2018,11,Rice,1623,PRD06
Mart A,2018,12,Rice,1271,PRD06
Mart A,2019,1,Rice,1316,PRD06
Mart A,2019,2,Rice,1287,PRD06
Mart A,2019,3,Rice,1785,PRD06
Mart A,2019,4,Rice,1916,PRD06
Mart A,2019,5,Rice,2130,PRD06
Mart A,2019,6,Rice,2178,PRD06
Mart A,2019,7,Rice,2361,PRD06
Mart A,2019,8,Rice,2146,PRD06
Mart A,2019,9,Rice,1927,PRD06
Mart A,2019,10,Rice,1830,PRD06
Mart A,2019,11,Rice,1818,PRD06
Mart A,2019,12,Rice,1365,PRD06
Mart A,2020,1,Rice,1333,PRD06
Mart A,2020,2,Rice,1330,PRD06
Mart A,2020,3,Rice,1722,PRD06
Mart A,2020,4,Rice,2011,PRD06
Mart A,2020,5,Rice,2202,PRD06
Mart A,2020,6,Rice,2259,PRD06
Mart A,2020,7,Rice,2587,PRD06
Mart A,2020,8,Rice,2197,PRD06
Mart A,2020,9,Rice,1982,PRD06
Mart A,2020,10,Rice,1910,PRD06
Mart A,2020,11,Rice,1978,PRD06
Mart A,2020,12,Rice,1485,PRD06
Mart A,2021,1,Rice,1487,PRD06
Mart A,2021,2,Rice,1427,PRD06
Mart A,2021,3,Rice,1927,PRD06
Mart A,2021,4,Rice,2140,PRD06
Mart A,2021,5,Rice,2344,PRD06
Mart A,2021,6,Rice,2395,PRD06
Mart A,2021,7,Rice,2793,PRD06
Mart A,2021,8,Rice,2307,PRD06
Mart A,2021,9,Rice,2125,PRD06
Mart A,2021,10,Rice,2156,PRD06
Mart A,2021,11,Rice,2230,PRD06
Mart A,2021,12,Rice,1589,PRD06
Mart A,2018,1,Millet,1128,PRD07
Mart A,2018,2,Millet,1080,PRD07
Mart A,2018,3,Millet,1490,PRD07
Mart A,2018,4,Millet,1613,PRD07
Mart A,2018,5,Millet,1822,PRD07
Mart A,2018,6,Millet,1881,PRD07
Mart A,2018,7,Millet,2155,PRD07
Mart A,2018,8,Millet,1931,PRD07
Mart A,2018,9,Millet,1663,PRD07
Mart A,2018,10,Millet,1524,PRD07
Mart A,2018,11,Millet,1735,PRD07
Mart A,2018,12,Millet,1277,PRD07
Mart A,2019,1,Millet,1309,PRD07
Mart A,2019,2,Millet,1252,PRD07
Mart A,2019,3,Millet,1711,PRD07
Mart A,2019,4,Millet,1959,PRD07
Mart A,2019,5,Millet,2106,PRD07
Mart A,2019,6,Millet,2206,PRD07
Mart A,2019,7,Millet,2310,PRD07
Mart A,2019,8,Millet,2146,PRD07
Mart A,2019,9,Millet,1811,PRD07
Mart A,2019,10,Millet,1820,PRD07
Mart A,2019,11,Millet,1977,PRD07
Mart A,2019,12,Millet,1385,PRD07
Mart A,2020,1,Millet,1376,PRD07
Mart A,2020,2,Millet,1318,PRD07
Mart A,2020,3,Millet,1811,PRD07
Mart A,2020,4,Millet,1968,PRD07
Mart A,2020,5,Millet,2286,PRD07
Mart A,2020,6,Millet,2251,PRD07
Mart A,2020,7,Millet,2547,PRD07
Mart A,2020,8,Millet,2208,PRD07
Mart A,2020,9,Millet,2053,PRD07
Mart A,2020,10,Millet,1881,PRD07
Mart A,2020,11,Millet,2046,PRD07
Mart A,2020,12,Millet,1405,PRD07
Mart A,2021,1,Millet,1375,PRD07
Mart A,2021,2,Millet,1388,PRD07
Mart A,2021,3,Millet,1924,PRD07
Mart A,2021,4,Millet,2163,PRD07
Mart A,2021,5,Millet,2340,PRD07
Mart A,2021,6,Millet,2443,PRD07
Mart A,2021,7,Millet,2781,PRD07
Mart A,2021,8,Millet,2424,PRD07
Mart A,2021,9,Millet,2222,PRD07
Mart A,2021,10,Millet,2097,PRD07
Mart A,2021,11,Millet,2121,PRD07
Mart A,2021,12,Millet,1556,PRD07
Mart A,2018,1,Maize,1308,PRD08
Mart A,2018,2,Maize,1341,PRD08
Mart A,2018,3,Maize,1858,PRD08
Mart A,2018,4,Maize,1894,PRD08
Mart A,2018,5,Maize,2244,PRD08
Mart A,2018,6,Maize,2332,PRD08
Mart A,2018,7,Maize,2456,PRD08
Mart A,2018,8,Maize,2173,PRD08
Mart A,2018,9,Maize,2014,PRD08
Mart A,2018,10,Maize,1967,PRD08
Mart A,2018,11,Maize,1983,PRD08
Mart A,2018,12,Maize,1487,PRD08
Mart A,2019,1,Maize,1538,PRD08
Mart A,2019,2,Maize,1527,PRD08
Mart A,2019,3,Maize,2050,PRD08
Mart A,2019,4,Maize,2239,PRD08
Mart A,2019,5,Maize,2634,PRD08
Mart A,2019,6,Maize,2717,PRD08
Mart A,2019,7,Maize,2829,PRD08
Mart A,2019,8,Maize,2518,PRD08
Mart A,2019,9,Maize,2306,PRD08
Mart A,2019,10,Maize,2244,PRD08
Mart A,2019,11,Maize,2427,PRD08
Mart A,2019,12,Maize,1670,PRD08
Mart A,2020,1,Maize,1514,PRD08
Mart A,2020,2,Maize,1583,PRD08
Mart A,2020,3,Maize,2070,PRD08
Mart A,2020,4,Maize,2374,PRD08
Mart A,2020,5,Maize,2696,PRD08
Mart A,2020,6,Maize,2750,PRD08
Mart A,2020,7,Maize,3026,PRD08
Mart A,2020,8,Maize,2763,PRD08
Mart A,2020,9,Maize,2318,PRD08
Mart A,2020,10,Maize,2407,PRD08
Mart A,2020,11,Maize,2449,PRD08
Mart A,2020,12,Maize,1848,PRD08
Mart A,2021,1,Maize,1807,PRD08
Mart A,2021,2,Maize,1775,PRD08
Mart A,2021,3,Maize,2348,PRD08
Mart A,2021,4,Maize,2608,PRD08
Mart A,2021,5,Maize,2928,PRD08
Mart A,2021,6,Maize,3018,PRD08
Mart A,2021,7,Maize,3213,PRD08
Mart A,2021,8,Maize,2819,PRD08
Mart A,2021,9,Maize,2680,PRD08
Mart A,2021,10,Maize,2509,PRD08
Mart A,2021,11,Maize,2654,PRD08
Mart A,2021,12,Maize,1934,PRD08
Mart A,2018,1,Salt,906,PRD09
Mart A,2018,2,Salt,991,PRD09
Mart A,2018,3,Salt,1219,PRD09
Mart A,2018,4,Salt,1385,PRD09
Mart A,2018,5,Salt,1540,PRD09
Mart A,2018,6,Salt,1551,PRD09
Mart A,2018,7,Salt,1789,PRD09
Mart A,2018,8,Salt,1550,PRD09
Mart A,2018,9,Salt,1362,PRD09
Mart A,2018,10,Salt,1367,PRD09
Mart A,2018,11,Salt,1341,PRD09
Mart A,2018,12,Salt,1085,PRD09
Mart A,2019,1,Salt,1010,PRD09
Mart A,2019,2,Salt,1132,PRD09
Mart A,2019,3,Salt,1488,PRD09
Mart A,2019,4,Salt,1640,PRD09
Mart A,2019,5,Salt,1737,PRD09
Mart A,2019,6,Salt,1850,PRD09
Mart A,2019,7,Salt,1970,PRD09
Mart A,2019,8,Salt,1832,PRD09
Mart A,2019,9,Salt,1647,PRD09
Mart A,2019,10,Salt,1515,PRD09
Mart A,2019,11,Salt,1606,PRD09
Mart A,2019,12,Salt,1216,PRD09
Mart A,2020,1,Salt,1113,PRD09
Mart A,2020,2,Salt,1142,PRD09
Mart A,2020,3,Salt,1505,PRD09
Mart A,2020,4,Salt,1676,PRD09
Mart A,2020,5,Salt,1872,PRD09
Mart A,2020,6,Salt,1892,PRD09
Mart A,2020,7,Salt,2156,PRD09
Mart A,2020,8,Salt,1904,PRD09
Mart A,2020,9,Salt,1691,PRD09
Mart A,2020,10,Salt,1594,PRD09
Mart A,2020,11,Salt,1682,PRD09
Mart A,2020,12,Salt,1233,PRD09
Mart A,2021,1,Salt,1234,PRD09
Mart A,2021,2,Salt,1254,PRD09
Mart A,2021,3,Salt,1594,PRD09
Mart A,2021,4,Salt,1838,PRD09
Mart A,2021,5,Salt,1954,PRD09
Mart A,2021,6,Salt,2110,PRD09
Mart A,2021,7,Salt,2209,PRD09
Mart A,2021,8,Salt,2076,PRD09
Mart A,2021,9,Salt,1862,PRD09
Mart A,2021,10,Salt,1745,PRD09
Mart A,2021,11,Salt,1806,PRD09
Mart A,2021,12,Salt,1366,PRD09
Mart A,2018,1,Barley,1354,PRD10
Mart A,2018,2,Barley,1383,PRD10
Mart A,2018,3,Barley,1843,PRD10
Mart A,2018,4,Barley,2099,PRD10
Mart A,2018,5,Barley,2360,PRD10
Mart A,2018,6,Barley,2494,PRD10
Mart A,2018,7,Barley,2571,PRD10
Mart A,2018,8,Barley,2326,PRD10
Mart A,2018,9,Barley,2076,PRD10
Mart A,2018,10,Barley,1977,PRD10
Mart A,2018,11,Barley,2089,PRD10
Mart A,2018,12,Barley,1529,PRD10
Mart A,2019,1,Barley,1556,PRD10
Mart A,2019,2,Barley,1661,PRD10
Mart A,2019,3,Barley,2118,PRD10
Mart A,2019,4,Barley,2398,PRD10
Mart A,2019,5,Barley,2743,PRD10
Mart A,2019,6,Barley,2802,PRD10
Mart A,2019,7,Barley,3047,PRD10
Mart A,2019,8,Barley,2618,PRD10
Mart A,2019,9,Barley,2417,PRD10
Mart A,2019,10,Barley,2198,PRD10
Mart A,2019,11,Barley,2441,PRD10
Mart A,2019,12,Barley,1802,PRD10
Mart A,2020,1,Barley,1658,PRD10
Mart A,2020,2,Barley,1666,PRD10
Mart A,2020,3,Barley,2229,PRD10
Mart A,2020,4,Barley,2577,PRD10
Mart A,2020,5,Barley,2837,PRD10
Mart A,2020,6,Barley,2866,PRD10
Mart A,2020,7,Barley,3203,PRD10
Mart A,2020,8,Barley,2826,PRD10
Mart A,2020,9,Barley,2533,PRD10
Mart A,2020,10,Barley,2385,PRD10
Mart A,2020,11,Barley,2451,PRD10
Mart A,2020,12,Barley,1773,PRD10
Mart A,2021,1,Barley,1924,PRD10
Mart A,2021,2,Barley,1869,PRD10
Mart A,2021,3,Barley,2395,PRD10
Mart A,2021,4,Barley,2760,PRD10
Mart A,2021,5,Barley,3069,PRD10
Mart A,2021,6,Barley,3043,PRD10
Mart A,2021,7,Barley,3564,PRD10
Mart A,2021,8,Barley,2946,PRD10
Mart A,2021,9,Barley,2737,PRD10
Mart A,2021,10,Barley,2588,PRD10
Mart A,2021,11,Barley,2740,PRD10
Mart A,2021,12,Barley,1983,PRD10
Mart A,2018,1,Rice Flour,382,PRD11
Mart A,2018,2,Rice Flour,409,PRD11
Mart A,2018,3,Rice Flour,524,PRD11
Mart A,2018,4,Rice Flour,640,PRD11
Mart A,2018,5,Rice Flour,722,PRD11
Mart A,2018,6,Rice Flour,694,PRD11
Mart A,2018,7,Rice Flour,767,PRD11
Mart A,2018,8,Rice Flour,709,PRD11
Mart A,2018,9,Rice Flour,589,PRD11
Mart A,2018,10,Rice Flour,562,PRD11
Mart A,2018,11,Rice Flour,623,PRD11
Mart A,2018,12,Rice Flour,452,PRD11
Mart A,2019,1,Rice Flour,446,PRD11
Mart A,2019,2,Rice Flour,494,PRD11
Mart A,2019,3,Rice Flour,630,PRD11
Mart A,2019,4,Rice Flour,718,PRD11
Mart A,2019,5,Rice Flour,833,PRD11
Mart A,2019,6,Rice Flour,786,PRD11
Mart A,2019,7,Rice Flour,864,PRD11
Mart A,2019,8,Rice Flour,791,PRD11
Mart A,2019,9,Rice Flour,697,PRD11
Mart A,2019,10,Rice Flour,731,PRD11
Mart A,2019,11,Rice Flour,708,PRD11
Mart A,2019,12,Rice Flour,505,PRD11
Mart A,2020,1,Rice Flour,470,PRD11
Mart A,2020,2,Rice Flour,510,PRD11
Mart A,2020,3,Rice Flour,641,PRD11
Mart A,2020,4,Rice Flour,748,PRD11
Mart A,2020,5,Rice Flour,829,PRD11
Mart A,2020,6,Rice Flour,838,PRD11
Mart A,2020,7,Rice Flour,984,PRD11
Mart A,2020,8,Rice Flour,828,PRD11
Mart A,2020,9,Rice Flour,785,PRD11
Mart A,2020,10,Rice Flour,693,PRD11
Mart A,2020,11,Rice Flour,763,PRD11
Mart A,2020,12,Rice Flour,540,PRD11
Mart A,2021,1,Rice Flour,521,PRD11
Mart A,2021,2,Rice Flour,522,PRD11
Mart A,2021,3,Rice Flour,731,PRD11
Mart A,2021,4,Rice Flour,810,PRD11
Mart A,2021,5,Rice Flour,904,PRD11
Mart A,2021,6,Rice Flour,941,PRD11
Mart A,2021,7,Rice Flour,981,PRD11
Mart A,2021,8,Rice Flour,839,PRD11
Mart A,2021,9,Rice Flour,804,PRD11
Mart A,2021,10,Rice Flour,721,PRD11
Mart A,2021,11,Rice Flour,823,PRD11
Mart A,2021,12,Rice Flour,580,PRD11
Mart A,2018,1,Wheat,561,PRD12
Mart A,2018,2,Wheat,519,PRD12
Mart A,2018,3,Wheat,730,PRD12
Mart A,2018,4,Wheat,781,PRD12
Mart A,2018,5,Wheat,854,PRD12
Mart A,2018,6,Wheat,950,PRD12
Mart A,2018,7,Wheat,1050,PRD12
Mart A,2018,8,Wheat,910,PRD12
Mart A,2018,9,Wheat,809,PRD12
Mart A,2018,10,Wheat,767,PRD12
Mart A,2018,11,Wheat,793,PRD12
Mart A,2018,12,Wheat,562,PRD12
Mart A,2019,1,Wheat,632,PRD12
Mart A,2019,2,Wheat,599,PRD12
Mart A,2019,3,Wheat,796,PRD12
Mart A,2019,4,Wheat,896,PRD12
Mart A,2019,5,Wheat,1039,PRD12
Mart A,2019,6,Wheat,1089,PRD12
Mart A,2019,7,Wheat,1065,PRD12
Mart A,2019,8,Wheat,1059,PRD12
Mart A,2019,9,Wheat,937,PRD12
Mart A,2019,10,Wheat,846,PRD12
Mart A,2019,11,Wheat,887,PRD12
Mart A,2019,12,Wheat,667,PRD12
Mart A,2020,1,Wheat,625,PRD12
Mart A,2020,2,Wheat,641,PRD12
Mart A,2020,3,Wheat,784,PRD12
Mart A,2020,4,Wheat,950,PRD12
Mart A,2020,5,Wheat,991,PRD12
Mart A,2020,6,Wheat,1029,PRD12
Mart A,2020,7,Wheat,1222,PRD12
Mart A,2020,8,Wheat,1087,PRD12
Mart A,2020,9,Wheat,989,PRD12
Mart A,2020,10,Wheat,910,PRD12
Mart A,2020,11,Wheat,921,PRD12
Mart A,2020,12,Wheat,696,PRD12
Mart A,2021,1,Wheat,675,PRD12
Mart A,2021,2,Wheat,652,PRD12
Mart A,2021,3,Wheat,884,PRD12
Mart A,2021,4,Wheat,1023,PRD12
Mart A,2021,5,Wheat,1172,PRD12
Mart A,2021,6,Wheat,1159,PRD12
Mart A,2021,7,Wheat,1321,PRD12
Mart A,2021,8,Wheat,1173,PRD12
Mart A,2021,9,Wheat,1065,PRD12
Mart A,2021,10,Wheat,1006,PRD12
Mart A,2021,11,Wheat,1026,PRD12
Mart A,2021,12,Wheat,754,PRD12
Mart A,2018,1,Black Pepper,1336,PRD13
Mart A,2018,2,Black Pepper,1330,PRD13
Mart A,2018,3,Black Pepper,1738,PRD13
Mart A,2018,4,Black Pepper,2013,PRD13
Mart A,2018,5,Black Pepper,2323,PRD13
Mart A,2018,6,Black Pepper,2295,PRD13
Mart A,2018,7,Black Pepper,2511,PRD13
Mart A,2018,8,Black Pepper,2271,PRD13
Mart A,2018,9,Black Pepper,2049,PRD13
